CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,BBL
50161091,7TH HEAVEN PIZZA,Manhattan,2496,ADAM CLAYTON POWELL JR BOULEVARD,,6469273600,Pizza,2025-05-06,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12.0,A,2025-05-06,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
50118709,SUNDAY SUPPER TRATTORIA,Queens,,TERMINAL C LEVEL 3 CONCOURSE E,11371,2159970667,Italian,2022-10-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,2022-10-26,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
41479962,CHOCOLAT,Manhattan,2217,FREDERICK DOUGLASS BOULEVARD,,2122224545,American,2023-06-22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,30.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40654318,BATEAUX NEW YORK,Manhattan,62,WEST 23 STREET - CHELSEA PIER,,2127277735,American,2016-08-03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40763786,THE BRAZEN HEAD,Brooklyn,228230,ATLANTIC AVENUE,,7184880430,American,2023-03-20,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7.0,A,2023-03-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50078417,HILTON GARDEN INN LONG ISLAND CITY,Queens,2921,41ST AVE,,7187866001,American,2023-04-05,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,13.0,A,2023-04-05,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4004180024.0
41127647,BURRITO BAR,Brooklyn,307311,FLATBUSH AVENUE,,7182308646,Tex-Mex,2024-12-04,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
41395535,CITI FIELD NATHAN'S HOT DOGS STAND 404,Queens,0,126th & ROOSEVELT AVENUE,,7185958100,American,2025-09-13,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41010433,LONDEL'S SUPPER CLUB,Manhattan,2620,FREDERICK DOUGLASS BOULEVARD,,2122346114,American,2019-11-08,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,2019-11-08,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,2025-03-06,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2023-02-17,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50159852,DAILY GROCERY,Bronx,1201,LELAND AVE,,9174716834,Other,2025-04-02,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,49.0,,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,2.0
41395505,CITI FIELD NATHAN'S FAMOUS STAND 326,Queens,0,126th & ROOSEVELT AVENUE,,7185958100,Hotdogs,2025-09-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41718673,BAREBURGER,Brooklyn,145149,COURT ST,,3475296673,Hamburgers,2022-03-08,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50063280,ENZO'S OF ARTHUR AVE,Bronx,,ARTHUR AVE,10458,7187334455,Italian,2022-11-16,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19.0,,,2025-10-17,Cycle Inspection / Initial Inspection,,,
50046316,"SEAN'S BAR & KITCHEN, REILLEY'S PLATES & POURS",Manhattan,3842,W 48TH ST,,2127649090,American,2024-05-06,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,24.0,B,2024-05-06,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
40536414,LA CABANA,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Latin American,2025-01-15,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,21.0,B,2025-01-15,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,3.0
41705768,JUKE BOX JUICE & SALAD,Manhattan,1943,ADAM CLAYTON POWELL JR BOULEVARD,,9178077870,"Juice, Smoothies, Fruit Salads",2024-12-04,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2024-12-04,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50111311,CANTINA TAQUERIA & TEQUILIA BAR,Manhattan,2099,FREDERICK DOUGLASS BOULEVARD,,7577549410,Mexican,2022-06-15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50053320,COCO FRESH TEA & JUICE,Queens,3701B,82ND ST,,7185339496,Coffee/Tea,2023-06-02,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10.0,A,2023-06-02,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50161586,PICKLE CULTURE,Manhattan,1802,65TH TRANSVERSE,,9737228709,,,,,,Not Applicable,,,,2025-10-17,,0.0,0.0,1.0
50008241,HEALTHY BITE,Manhattan,3961,207 STREET,,9143643159,American,2023-10-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2023-10-26,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50115119,JANNAT ADEN RESTAURANT,Bronx,2620,AVENUE Z,,7185004894,Middle Eastern,2023-04-27,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50095175,MEZZE GRAB & GO,Queens,JFK,INTERNATIONAL AIRPORT TERM,11430,718_656807,American,2025-06-25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2025-06-25,2025-10-17,Cycle Inspection / Initial Inspection,,,
40825908,POLANCO RESTAURANT BBQ,Manhattan,2421,ADAM CLAYTON POWELL JR B,,2128621090,Latin American,2024-10-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2024-10-16,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,,W 79 STREET,10024,2127695370,American,2024-10-28,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,2024-10-28,2025-10-17,Cycle Inspection / Initial Inspection,,,
50099398,LECHONERA POLLO SABROSO DEL VALLE RESTAURANT,Bronx,650B,WESTCHESTER AVENUE,,3472977545,Spanish,2023-09-20,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,35.0,C,2023-09-20,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,2026230194.0
50143855,VINO KITCHEN & BAR,Queens,JFK,INTERNATIONAL AIRPORT TERMINAL 4,11430,7037237264,Italian,2025-04-15,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2025-04-15,2025-10-17,Cycle Inspection / Initial Inspection,,,
41659018,BAR & RESTAURANT EL SALVADORENO,Bronx,451455,MORRIS PK AVE,,3478794891,Latin American,2023-05-17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8.0,A,2023-05-17,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41109381,DOMINO'S,Manhattan,2554,ADAM CLAYTON POWELL JR BOULEVARD,,2122831100,Pizza,2024-03-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2024-03-28,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50115119,JANNAT ADEN RESTAURANT,Bronx,2620,AVENUE Z,,7185004894,Middle Eastern,2023-04-27,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50150789,LATOYA'S KITCHEN,Manhattan,2492,ADAM CLAYTON POWELL JR BOULEVARD,,2122346300,Caribbean,2025-10-02,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,29.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50081416,GREEDY POT,Manhattan,1944,ADAM CLAYTON POWELL JR BOULEVARD,,9176757676,Soul Food,2024-12-12,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,20.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40720858,PIER SIXTY ONE-THE LIGHTHOUSE,Manhattan,0,CHELSEA PIERS - PIER 61,,2123366146,American,2022-11-16,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,12.0,A,2022-11-16,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41276645,ECUATORIANA RESTAURANT,Manhattan,16851687,AMSTERDAM AVENUE,,2124914626,Spanish,2023-03-08,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,12.0,A,2023-03-08,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50118704,STARBUCKS BAGGAGE HH,Queens,,TERMINAL C HEADHOUSE BAGGAGE,11371,2159970667,Coffee/Tea,2022-10-26,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,A,2022-10-26,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
50049320,ICHIRAN NY,Brooklyn,374/376,JOHNSON AVE,,7183810491,Japanese,2023-05-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,2023-05-15,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50033660,RUSTY'S FLAVOR,Manhattan,2261,ADAM CLAYTON POWELL JR BOULEVARD,,2123683403,Caribbean,2024-12-16,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,27.0,B,2024-12-16,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,2022-12-28,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41495141,EL CERRITO RESTAURANT,Bronx,11841186,ELDER AVENUE,,7183288553,Mexican,2023-01-30,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,A,2023-01-30,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,2.0
41391832,HARD ROCK CAFE,Bronx,0,161 STREET & RIVER AVENUE,,6469778888,American,2024-06-27,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,2024-06-27,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
