CAMIS,Name,MostRecentInspDate,GRADE,INSPECTION TYPE,SCORE
50118540,DADDIES,2023-04-25,B,Pre-permit (Operational) / Re-inspection,15.0
50013810,THE LOCAL,2024-09-11,A,Cycle Inspection / Initial Inspection,10.0
50171011,APPLEBEES NEIGHBORHOOD GRILL AND BAR,2025-07-02,A,Pre-permit (Operational) / Initial Inspection,12.0
50039472,ARTH ALGANATIN,2025-05-05,A,Cycle Inspection / Initial Inspection,13.0
50141618,DIM SUM KING & BAKERY,2025-08-12,Z,Cycle Inspection / Re-inspection,27.0
41395881,THE VIG BAR,2023-06-05,A,Cycle Inspection / Initial Inspection,5.0
50126657,KENNEDY CHICKEN,2024-05-17,A,Cycle Inspection / Initial Inspection,12.0
50107362,ZAKI'S HALAL FOOD,2025-05-12,A,Cycle Inspection / Initial Inspection,12.0
50105033,OSTERIA NANDO,2025-05-15,A,Cycle Inspection / Re-inspection,11.0
40605180,NOCELLO,2025-07-23,A,Cycle Inspection / Re-inspection,13.0
50015195,KUMO JAPANESE RESTAURANT,2025-02-11,Z,Cycle Inspection / Re-inspection,25.0
50015195,KUMO JAPANESE RESTAURANT,2025-02-11,nan,Administrative Miscellaneous / Initial Inspection,
50003494,SERBIAN ASSOCIATION OF NEW YORK,2025-03-26,A,Cycle Inspection / Initial Inspection,13.0
41441583,KAPAMILYA,2025-04-21,B,Cycle Inspection / Re-inspection,25.0
50134251,PIZZA HUT,2024-08-05,A,Cycle Inspection / Initial Inspection,12.0
50033845,DIMES,2024-05-09,A,Cycle Inspection / Initial Inspection,9.0
50091353,FLATS FIX,2024-12-17,Z,Cycle Inspection / Re-inspection,18.0
50102433,WESTWOOD,2024-11-20,Z,Pre-permit (Operational) / Re-inspection,71.0
50088024,LUCILLE'S COFFEE AND COCKTAILS,2025-05-14,A,Cycle Inspection / Initial Inspection,9.0
50014419,ROCKA ROLLA,2024-10-29,nan,Administrative Miscellaneous / Initial Inspection,
50073722,ANTOYA,2025-06-03,Z,Cycle Inspection / Re-inspection,26.0
50146637,MANNAN BAKERY,2025-02-26,A,Cycle Inspection / Re-inspection,12.0
40874933,NUMERO 28 PIZZERIA,2024-10-09,A,Cycle Inspection / Initial Inspection,13.0
50011024,BAAZI NYC,2023-02-28,C,Cycle Inspection / Re-inspection,35.0
50091446,BK JANI,2025-01-17,A,Cycle Inspection / Initial Inspection,6.0
50071581,HAAGEN DAZS,2024-03-19,A,Cycle Inspection / Initial Inspection,9.0
50073820,ROSE FLOWER KITCHEN,2024-06-11,A,Cycle Inspection / Initial Inspection,13.0
50057865,CRAFT CULTURE,2022-12-21,A,Cycle Inspection / Initial Inspection,10.0
50093318,LAMIA'S FISH MARKET,2024-04-03,A,Cycle Inspection / Re-inspection,12.0
40943621,REDD'S TAVERN,2024-07-17,A,Cycle Inspection / Initial Inspection,13.0
50076844,YO YO FRITAILLE,2022-07-14,C,Cycle Inspection / Re-inspection,43.0
50109822,AVOCADERIA,2025-07-17,A,Cycle Inspection / Re-inspection,9.0
50144652,SMITH & MILLS,2025-02-13,A,Pre-permit (Operational) / Initial Inspection,13.0
50075044,DABAKH KINE RESTAURANT,2023-02-28,C,Cycle Inspection / Re-inspection,34.0
50107728,BROOKLYN HERO SHOP,2025-06-05,Z,Cycle Inspection / Re-inspection,25.0
50045971,GT KINGSTON RESTAURANT & BAR,2025-05-19,Z,Cycle Inspection / Re-inspection,55.0
50075323,HUNGRY BURRITO TACOS,2025-01-07,B,Cycle Inspection / Re-inspection,18.0
50065831,SOLDIER RESTAURANT BUFFET,2025-07-23,Z,Cycle Inspection / Re-inspection,34.0
41179282,SUBWAY,2024-11-12,A,Cycle Inspection / Initial Inspection,13.0
50149041,DELLA VALLE,2024-09-24,A,Pre-permit (Operational) / Initial Inspection,10.0
41543722,DOMINO'S,2024-11-21,A,Cycle Inspection / Re-inspection,6.0
41431046,JOSEPH LEONARD,2024-12-26,A,Cycle Inspection / Re-inspection,12.0
41431046,JOSEPH LEONARD,2024-12-26,nan,Administrative Miscellaneous / Re-inspection,
50124744,TACOS PIZZA FAMILIA GUZMAN,2023-10-12,nan,Administrative Miscellaneous / Re-inspection,
50124744,TACOS PIZZA FAMILIA GUZMAN,2023-10-12,B,Pre-permit (Operational) / Re-inspection,27.0
41451271,PITKIN SEAFOOD,2024-04-03,A,Cycle Inspection / Initial Inspection,6.0
50094093,THE FICTION,2025-01-27,B,Cycle Inspection / Re-inspection,20.0
41047941,SWEETWATER RESTAURANT,2024-06-20,A,Cycle Inspection / Initial Inspection,12.0
50139894,GEORGIES BISTRO,2025-08-19,A,Cycle Inspection / Re-inspection,12.0
40391824,HILLSIDE SWIMMING CLUB,2024-07-02,A,Cycle Inspection / Initial Inspection,12.0
41205293,MR. TU BAKERY,2025-05-09,Z,Cycle Inspection / Re-inspection,26.0
41682122,NEW CHUANG HING,2024-06-17,A,Cycle Inspection / Initial Inspection,7.0
50166747,NUTRI MOOD,2025-04-08,A,Pre-permit (Operational) / Initial Inspection,12.0
50166747,NUTRI MOOD,2025-04-08,nan,Administrative Miscellaneous / Initial Inspection,
50088652,THE OLIVE GARDEN ITALIAN RESTAURANT,2025-07-02,A,Cycle Inspection / Re-inspection,10.0
50115413,RONY'S FRESH PIZZA,2024-06-04,A,Cycle Inspection / Initial Inspection,12.0
50134305,KINSHIP COFFEE,2025-01-02,A,Cycle Inspection / Re-inspection,11.0
50055407,THE DEEP END,2025-08-15,Z,Cycle Inspection / Re-inspection,26.0
50148722,COMMODORE,2024-04-16,A,Pre-permit (Operational) / Initial Inspection,11.0
50003178,SOFIA MEXICAN RESTAURANT,2025-08-05,A,Cycle Inspection / Initial Inspection,10.0
41029356,THE DUPLEX,2025-07-30,A,Cycle Inspection / Initial Inspection,13.0
50116687,No. 1 CHINESE,2024-04-26,B,Cycle Inspection / Re-inspection,15.0
50105114,BARRERAS CAFE+DELI,2023-02-02,A,Cycle Inspection / Re-inspection,12.0
50090304,KUNST COFFEE HAUS,2024-06-25,A,Cycle Inspection / Initial Inspection,9.0
41117086,SABOR A MEXICO II,2024-01-23,A,Cycle Inspection / Initial Inspection,10.0
50113564,DOMINO'S,2024-10-31,A,Cycle Inspection / Initial Inspection,3.0
50137620,NEW KIKU II,2025-04-16,A,Cycle Inspection / Initial Inspection,12.0
40736137,STARBUCKS,2024-10-29,A,Cycle Inspection / Initial Inspection,12.0
50016091,SUBWAY,2024-07-29,B,Cycle Inspection / Re-inspection,27.0
50052953,SWEETGREEN,2024-06-21,A,Cycle Inspection / Initial Inspection,13.0
50145057,XIAO LUO LUO,2024-08-05,A,Pre-permit (Operational) / Re-inspection,9.0
50156054,WENDY'S,2024-10-16,A,Pre-permit (Operational) / Initial Inspection,12.0
50110744,HOOK & CATCH CAJUN SEAFOOD,2024-11-18,B,Cycle Inspection / Re-inspection,27.0
50105935,THE GUTTER L.E.S.,2025-03-11,A,Cycle Inspection / Initial Inspection,12.0
50074726,BEETLE HOUSE,2024-02-21,A,Cycle Inspection / Re-inspection,13.0
50162642,QUICK PHO VIETNAMESE CUISINE,2025-05-01,A,Pre-permit (Operational) / Initial Inspection,12.0
50162642,QUICK PHO VIETNAMESE CUISINE,2025-05-01,nan,Administrative Miscellaneous / Initial Inspection,
41423908,DAVID'S RESTAURANT,2023-05-02,A,Cycle Inspection / Initial Inspection,9.0
41664769,STARBUCKS,2025-01-16,nan,Administrative Miscellaneous / Initial Inspection,
41664769,STARBUCKS,2025-01-16,A,Cycle Inspection / Initial Inspection,11.0
50116749,T-SWIRL CREPE,2025-03-03,nan,Calorie Posting / Re-inspection,
50116749,T-SWIRL CREPE,2025-03-03,A,Cycle Inspection / Re-inspection,12.0
40879743,NEGRIL,2025-03-19,A,Cycle Inspection / Initial Inspection,11.0
50123813,READING ROOM,2025-07-10,A,Cycle Inspection / Re-inspection,9.0
50121360,KUNGFU TEA,2025-08-27,A,Cycle Inspection / Initial Inspection,5.0
50073147,A SLICE OF NEW YORK,2025-01-02,C,Cycle Inspection / Re-inspection,31.0
50059902,GINO'S PIZZA,2023-10-26,nan,Administrative Miscellaneous / Re-inspection,
41693861,ACE BAGEL & DELI,2025-03-20,A,Cycle Inspection / Initial Inspection,13.0
50085682,KURO KIRIN ESPRESSO AND COFFEE,2025-04-30,A,Cycle Inspection / Initial Inspection,10.0
50010952,BILLY'S PIZZA PASTA,2024-12-04,A,Cycle Inspection / Re-inspection,10.0
50154027,CHICK FIL A,2024-07-17,A,Pre-permit (Operational) / Initial Inspection,10.0
50114558,KOHOKU-KU RAMEN,2025-04-23,A,Cycle Inspection / Re-inspection,12.0
50011700,LOS HERMANOS SALAZAR RESTAURANT,2025-06-11,A,Cycle Inspection / Initial Inspection,13.0
50053544,KENNEDY FRIED CHICKEN,2025-06-23,Z,Cycle Inspection / Re-inspection,24.0
50143917,ROCCO'S,2023-11-20,A,Pre-permit (Operational) / Initial Inspection,10.0
50137354,THE FRANCIS KITE CLUB,2024-10-06,A,Cycle Inspection / Initial Inspection,2.0
50032782,CHRIS CARIBBEAN & AMERICAN RESTAURANT,2023-04-28,Z,Cycle Inspection / Reopening Inspection,9.0
41393521,SUSHI 33,2024-11-04,A,Cycle Inspection / Initial Inspection,13.0
50130312,KARAKATTA,2023-01-04,B,Pre-permit (Operational) / Re-inspection,21.0
50118056,LA PLACITA TAQUERIA & CAFFE,2024-02-15,A,Cycle Inspection / Initial Inspection,8.0
50125560,CASABIANCA PIZZERIA RESTAURANT,2025-02-06,A,Cycle Inspection / Re-inspection,12.0
50096479,TACO BELL,2024-06-18,A,Cycle Inspection / Initial Inspection,7.0
50158272,Restaurante La Rosa,2025-03-26,C,Pre-permit (Operational) / Re-inspection,33.0
50121551,SUBWAY,2024-04-09,A,Cycle Inspection / Initial Inspection,7.0
50090335,MI BELLA GROCERY & DELI,2024-10-16,A,Cycle Inspection / Initial Inspection,7.0
50111180,KRAVE IT,2024-03-20,nan,Administrative Miscellaneous / Initial Inspection,
50111180,KRAVE IT,2024-03-20,B,Cycle Inspection / Re-inspection,20.0
41643622,PEPPINOS PIZZA,2025-08-18,Z,Cycle Inspection / Re-inspection,43.0
50086981,HOT PEPPERS,2024-11-13,B,Cycle Inspection / Re-inspection,23.0
50119837,FOUTA HALAL FOOD,2024-06-07,B,Cycle Inspection / Re-inspection,26.0
50148439,JUICE TIME,2024-06-24,A,Pre-permit (Operational) / Initial Inspection,11.0
50139430,OKIS SOUL FOOD RESTAURANT,2023-11-16,A,Pre-permit (Operational) / Initial Inspection,9.0
41224979,SABAY THAI,2025-07-08,B,Cycle Inspection / Re-inspection,26.0
41343991,LITTLE SAIGON CUISINE,2023-02-14,B,Cycle Inspection / Re-inspection,25.0
50056565,JOY GARDEN RESTAURANT,2024-10-15,A,Cycle Inspection / Initial Inspection,13.0
50112354,ISLAND TRINI BURGER,2025-01-08,B,Cycle Inspection / Re-inspection,26.0
41107259,BANTRY BAY PUBLICK HOUSE,2024-12-24,B,Cycle Inspection / Re-inspection,25.0
50052602,MAMAN,2024-08-29,B,Cycle Inspection / Re-inspection,26.0
50142276,PANERA BREAD,2024-07-26,A,Cycle Inspection / Initial Inspection,13.0
50107536,DANUBIUS,2025-02-12,A,Cycle Inspection / Re-inspection,12.0
50101489,SAUCED ROOSTER,2024-09-15,A,Cycle Inspection / Initial Inspection,10.0
40525767,CAPRI II PIZZA,2025-04-22,A,Cycle Inspection / Re-inspection,13.0
40525767,CAPRI II PIZZA,2025-04-22,nan,Administrative Miscellaneous / Re-inspection,
50011777,BARRIO BX,2024-03-01,A,Cycle Inspection / Re-inspection,11.0
50101921,MAISONETTA,2025-03-05,A,Cycle Inspection / Initial Inspection,8.0
50017016,DUNKIN,2025-03-04,A,Cycle Inspection / Initial Inspection,9.0
50014314,EMPANADAS EL GUSTAZO RESTAURANTE,2025-07-02,C,Cycle Inspection / Re-inspection,51.0
41643403,DON ANTONIO RESTAURANT,2025-07-01,A,Cycle Inspection / Initial Inspection,7.0
41716627,LEITAO,2024-03-27,A,Cycle Inspection / Re-inspection,12.0
50091771,PANORAMA,2025-01-13,A,Cycle Inspection / Initial Inspection,12.0
41605297,DELIZIA 92,2024-06-03,A,Cycle Inspection / Initial Inspection,12.0
50008551,SAINT VITUS,2022-10-31,A,Cycle Inspection / Initial Inspection,13.0
41520417,INDUSTRY,2024-10-24,A,Cycle Inspection / Initial Inspection,13.0
50131085,Mr Ps Ice cream,2025-02-06,A,Cycle Inspection / Re-inspection,12.0
50071821,MARRAKESH,2025-02-20,A,Cycle Inspection / Re-inspection,13.0
41310201,DUNKIN,2025-07-28,A,Cycle Inspection / Initial Inspection,10.0
50149361,THE ONION TREE PIZZA CO.,2024-10-05,A,Cycle Inspection / Initial Inspection,12.0
50149760,MIGHTY QUINN'S BARBEQUE,2024-06-20,A,Pre-permit (Operational) / Initial Inspection,13.0
41426964,HOLIDAY INN EXPRESS NYC TIMES SQUARE,2024-11-18,A,Cycle Inspection / Re-inspection,7.0
50133344,SEOUL SALON,2023-09-20,A,Pre-permit (Operational) / Initial Inspection,11.0
40723673,FAT BLACK PUSSY CAT,2024-06-06,A,Cycle Inspection / Initial Inspection,9.0
40581382,STARBUCKS,2024-03-19,A,Cycle Inspection / Initial Inspection,5.0
50147875,SKYLY,2024-12-04,C,Pre-permit (Operational) / Re-inspection,29.0
50077507,TSUKUSHI RESTAURANT,2023-01-30,Z,Cycle Inspection / Re-inspection,27.0
50017776,RED AND BLACK CAFE,2025-02-11,A,Cycle Inspection / Initial Inspection,12.0
40400754,RYAN MAGUIRE'S BAR & RESTAURANT,2024-06-25,A,Cycle Inspection / Initial Inspection,10.0
50044975,LENWICH,2024-09-18,A,Cycle Inspection / Initial Inspection,9.0
50108779,KITCHEN PARADISE,2025-03-04,A,Cycle Inspection / Re-inspection,12.0
50089515,PICO DE GALLO RESTAURANT,2025-05-06,A,Cycle Inspection / Re-inspection,12.0
50074239,KIMURA,2023-03-09,A,Cycle Inspection / Re-inspection,10.0
40931583,CONNECTICUT MUFFIN,2024-12-16,Z,Cycle Inspection / Re-inspection,22.0
50084876,CHIP CITY,2025-08-21,A,Cycle Inspection / Initial Inspection,12.0
50070093,GOOD TASTE 666,2025-08-19,Z,Cycle Inspection / Re-inspection,36.0
40759928,NINO'S PIZZA,2024-11-12,nan,Administrative Miscellaneous / Re-inspection,
50137370,POPEYES,2025-08-27,A,Cycle Inspection / Initial Inspection,13.0
50093599,SAPPORO,2025-03-21,A,Cycle Inspection / Re-inspection,9.0
50117424,THE FLYING FOX TAVERN,2024-09-13,A,Cycle Inspection / Initial Inspection,13.0
50165973,BAKE N SHOP CAFE EXPRESS,2025-06-09,nan,Administrative Miscellaneous / Re-inspection,
50165973,BAKE N SHOP CAFE EXPRESS,2025-06-09,Z,Pre-permit (Operational) / Re-inspection,31.0
50165973,BAKE N SHOP CAFE EXPRESS,2025-06-09,nan,Trans Fat / Re-inspection,
50131904,NAGO CAFE,2023-07-27,A,Pre-permit (Operational) / Initial Inspection,11.0
41459923,DUNKIN,2024-12-26,A,Cycle Inspection / Initial Inspection,10.0
41594796,EXTRA BAR CAFE,2025-07-09,nan,Administrative Miscellaneous / Initial Inspection,
41204966,B CAFE,2025-08-14,Z,Cycle Inspection / Re-inspection,21.0
50005479,NEW MING'S KITCHEN,2025-06-05,A,Cycle Inspection / Initial Inspection,10.0
41171815,G'S CANDY STORE COFFEE SHOP,2024-12-10,B,Cycle Inspection / Re-inspection,22.0
40819976,DUNKIN,2024-01-12,A,Cycle Inspection / Initial Inspection,7.0
50117510,BNP PARIBAS COFFEE BAR,2024-11-20,A,Cycle Inspection / Initial Inspection,9.0
50117581,MAESTRO PASTA,2024-04-24,B,Cycle Inspection / Re-inspection,16.0
41345907,MEE THAI CUISINE,2024-07-22,A,Cycle Inspection / Initial Inspection,12.0
50129193,FIGLIA,2023-11-30,A,Pre-permit (Operational) / Initial Inspection,9.0
50088359,BLT PRIME,2024-06-06,A,Cycle Inspection / Initial Inspection,13.0
50154204,COFFEE PRO,2025-03-06,A,Cycle Inspection / Initial Inspection,12.0
50145241,NYC TIKKA MASALA,2024-12-31,A,Cycle Inspection / Initial Inspection,13.0
50145241,NYC TIKKA MASALA,2024-12-31,nan,Administrative Miscellaneous / Initial Inspection,
50128508,NEW YORK FRIED CHICKEN & PIZZA,2023-12-18,A,Cycle Inspection / Initial Inspection,13.0
50090359,DA MARINO NYC,2024-12-26,A,Cycle Inspection / Re-inspection,12.0
50156458,GRANDE CAFFE,2024-09-25,C,Pre-permit (Operational) / Re-inspection,38.0
50069659,DUNKIN,2024-07-03,A,Cycle Inspection / Initial Inspection,10.0
50077581,L'ADRESSE AMERICAN BISTRO,2025-03-27,A,Cycle Inspection / Initial Inspection,12.0
50089981,BOOMERANG,2025-01-30,A,Cycle Inspection / Initial Inspection,12.0
50118387,POT LIQUOR & CORNBREAD,2024-12-19,C,Cycle Inspection / Re-inspection,33.0
50012132,BOQUERIA,2023-05-04,A,Cycle Inspection / Initial Inspection,13.0
50125501,STARBUCKS,2025-05-19,nan,Administrative Miscellaneous / Initial Inspection,
50125501,STARBUCKS,2025-05-19,A,Cycle Inspection / Initial Inspection,8.0
50094271,MALIBU FARM,2024-10-17,A,Cycle Inspection / Initial Inspection,13.0
50064645,GYU KAKU,2025-02-05,A,Cycle Inspection / Re-inspection,12.0
41452373,PEACHES HOTHOUSE,2025-01-16,A,Cycle Inspection / Initial Inspection,2.0
50126765,BB JUICE BAR,2024-12-30,A,Cycle Inspection / Initial Inspection,12.0
50117985,MCDONALD'S,2025-02-12,A,Cycle Inspection / Initial Inspection,8.0
50114791,CHIPOTLE MEXICAN GRILL #3742,2025-07-14,B,Cycle Inspection / Re-inspection,19.0
50107652,PURE EATS,2024-08-28,A,Cycle Inspection / Re-inspection,12.0
50063001,BAKED CRAVINGS,2024-06-18,A,Cycle Inspection / Initial Inspection,12.0
50154670,ATEAZ,2024-09-24,A,Pre-permit (Operational) / Re-inspection,12.0
50135025,TEA ART,2024-07-10,A,Cycle Inspection / Initial Inspection,12.0
41043103,THE MICHELANGELO,2025-07-11,A,Cycle Inspection / Initial Inspection,12.0
50145716,ADUANIPA AFRICAN CARIBBEAN,2025-03-12,B,Pre-permit (Operational) / Re-inspection,25.0
50130951,BINGO,2025-01-07,A,Cycle Inspection / Re-inspection,13.0
40864277,GALLAGHER'S 2000,2024-05-07,C,Cycle Inspection / Re-inspection,58.0
50146114,CAFE D'ANVERS/MOJO DESSERTS,2025-02-06,A,Pre-permit (Operational) / Initial Inspection,7.0
50005590,FAMOUS SICHUAN,2024-01-25,A,Cycle Inspection / Re-inspection,12.0
50118923,ISLA & CO WILLIAMSBURG,2024-07-16,A,Cycle Inspection / Initial Inspection,12.0
50058790,RANDIWA,2023-10-10,A,Cycle Inspection / Re-inspection,13.0
50163565,POPEYES LOUISIANA KITCHEN,2025-02-03,A,Pre-permit (Operational) / Initial Inspection,13.0
40933229,DE ISLANDS,2024-08-26,Z,Cycle Inspection / Re-inspection,65.0
41294887,HAMPTON INN & SUITES,2024-08-02,A,Cycle Inspection / Re-inspection,12.0
50094939,EMACK & BOLIO'S,2025-07-15,A,Cycle Inspection / Initial Inspection,12.0
50107480,KENNEDY FRIED CHICKEN,2024-06-06,A,Cycle Inspection / Initial Inspection,13.0
50133225,MINT MASALA,2024-04-11,C,Cycle Inspection / Re-inspection,36.0
41682994,YUE LAI BAKERY,2025-04-23,B,Cycle Inspection / Re-inspection,22.0
40544823,MURRAY'S BAGELS,2025-05-13,A,Cycle Inspection / Initial Inspection,10.0
50136011,PENG'S NOODLE FOLK,2024-05-30,A,Cycle Inspection / Initial Inspection,12.0
50116345,MALII GRAMERCY,2025-08-18,Z,Cycle Inspection / Re-inspection,35.0
50039683,PICK UP SIX,2024-05-20,A,Cycle Inspection / Re-inspection,5.0
50158232,Caffe Bella,2025-02-20,A,Pre-permit (Operational) / Initial Inspection,2.0
50132797,FUGGEDABOUTIT PIZZERIA CAFE,2025-01-03,A,Cycle Inspection / Initial Inspection,10.0
50106321,LE THAI,2025-04-28,C,Cycle Inspection / Re-inspection,35.0
50047924,XIN HI CHINESE BUFFETT,2025-08-25,Z,Cycle Inspection / Re-inspection,27.0
50161107,JOOY TEA SHOPPE,2025-07-02,Z,Pre-permit (Operational) / Re-inspection,23.0
41579102,BUBBA GUMP SHRIMP CO.,2024-07-11,A,Cycle Inspection / Initial Inspection,11.0
50144184,AMAZING CHICKEN & GYRO,2023-12-08,A,Pre-permit (Operational) / Initial Inspection,7.0
41168758,ROYAL CUCINA,2024-04-19,A,Cycle Inspection / Initial Inspection,13.0
50121320,ER HOTPOT,2024-12-30,B,Cycle Inspection / Re-inspection,19.0
41399771,MAREA RESTAURANT,2024-05-29,nan,Administrative Miscellaneous / Initial Inspection,
41399771,MAREA RESTAURANT,2024-05-29,A,Cycle Inspection / Initial Inspection,13.0
41340129,TACOS EL PAISANITO RESTAURANT,2025-07-01,A,Cycle Inspection / Initial Inspection,12.0
50074557,FISH VILLAGE,2025-01-06,A,Cycle Inspection / Initial Inspection,4.0
50105940,KRISPY KREME DOUGHNUT,2024-11-12,B,Cycle Inspection / Re-inspection,24.0
40741534,TAI PAN BAKERY,2024-10-01,A,Cycle Inspection / Initial Inspection,13.0
50118108,UGLY DONUTS &CORN DOGS CAFE,2024-07-24,A,Cycle Inspection / Initial Inspection,12.0
50108302,COFFEE AVENUE,2024-08-26,B,Cycle Inspection / Re-inspection,23.0
50011427,FOUR T RESTAURANT,2025-08-18,Z,Cycle Inspection / Re-inspection,30.0
41688349,DUNKIN,2025-01-22,A,Cycle Inspection / Initial Inspection,5.0
50106477,ROCHDALE CHICKEN AND FISH 90Z,2024-12-19,B,Cycle Inspection / Re-inspection,25.0
41541793,SOPHIE'S CUBAN CUISINE,2025-08-18,Z,Cycle Inspection / Re-inspection,24.0
50083590,PASTIS,2025-04-16,A,Cycle Inspection / Initial Inspection,11.0
50001285,Y & B ENTERTAINMENT MANOR,2018-06-24,A,Cycle Inspection / Initial Inspection,9.0
50001285,Y & B ENTERTAINMENT MANOR,2018-06-24,nan,Smoke-Free Air Act / Initial Inspection,
41264502,DUNKIN,2025-06-16,A,Cycle Inspection / Initial Inspection,9.0
41191561,GOURMET SWEETS,2023-09-19,C,Cycle Inspection / Re-inspection,30.0
50076302,PAPA JOHN'S,2025-01-14,nan,Calorie Posting / Initial Inspection,
50104401,MAMA SUSHI,2024-04-22,A,Cycle Inspection / Initial Inspection,7.0
50069252,CIBAO RESTAURANT,2025-04-29,B,Cycle Inspection / Re-inspection,24.0
40369667,WHITE CASTLE,2024-10-09,A,Cycle Inspection / Initial Inspection,8.0
40383281,GABY'S PIZZA,2025-03-11,A,Cycle Inspection / Re-inspection,12.0
50129688,MALINEE,2024-12-19,B,Cycle Inspection / Re-inspection,16.0
50048671,JACQUES BRASSERIE,2024-02-07,A,Cycle Inspection / Re-inspection,13.0
50157227,SINGH PIZZA & PASTA,2025-01-29,Z,Pre-permit (Operational) / Re-inspection,54.0
50157227,SINGH PIZZA & PASTA,2025-01-29,nan,Administrative Miscellaneous / Re-inspection,
50000417,CINCO DE MAYO,2024-06-11,A,Cycle Inspection / Initial Inspection,11.0
50150856,MEET FRESH,2025-06-17,Z,Pre-permit (Operational) / Re-inspection,42.0
50150856,MEET FRESH,2025-06-17,nan,Administrative Miscellaneous / Re-inspection,
50051594,EDO ASIAN FUSION,2025-05-15,A,Cycle Inspection / Initial Inspection,13.0
50150779,SOMEDAYS BAKERY,2024-07-25,A,Pre-permit (Operational) / Initial Inspection,12.0
50033222,JUST SALAD,2025-01-13,A,Cycle Inspection / Initial Inspection,9.0
50100867,GONG CHA / POKE+,2024-11-26,A,Cycle Inspection / Re-inspection,12.0
40388269,WHITE CASTLE,2024-12-05,A,Cycle Inspection / Initial Inspection,5.0
41710099,INDIGO MURPHY'S,2023-05-18,A,Cycle Inspection / Initial Inspection,13.0
50058218,CHIPOTLE MEXICAN GRILL #2838,2024-08-21,A,Cycle Inspection / Re-inspection,11.0
50146322,MOKAFE TO GO,2025-04-25,A,Cycle Inspection / Re-inspection,12.0
50098546,YUN NAN FLAVOUR GARDEN,2025-04-14,A,Cycle Inspection / Initial Inspection,12.0
41654217,M&J NAVY YARD SUB SHOPPE,2024-08-28,B,Cycle Inspection / Re-inspection,17.0
